start_time,sum_danger_score
6329.36,1929.1
6332.12,1930.1
6340.28,1931.1
6345.68,1932.1
6349.6,1935.9
6352.2,1936.9
6355.73,1937.9
6360.24,1938.9
6362.32,1939.9
6366.44,1940.9
6368.16,1944.9
6374.16,1945.9
6375.84,1945.9
6378.36,1946.9
6380.0,1950.9
6386.65,1951.9
6388.6,1952.9
6392.6,1956.9
6397.24,1957.9
6399.08,1959.0
6405.52,1960.0
6407.16,1964.0
6410.28,1965.0
6411.96,1966.0
6413.96,1967.0
6418.44,1968.2
6426.48,1969.2
6428.44,1973.0
6430.45,1974.0
6432.92,1975.0
6438.16,1979.0
6441.44,1980.0
6443.48,1981.0
6446.64,1988.0
6455.66,1989.0
6460.8,1993.0
6464.6,1994.0
6468.08,1998.0
6471.04,1999.0
6472.68,2000.0
6474.96,2001.0
6479.4,2002.0
6481.0,2003.2
6485.8,2004.2
6495.21,2005.2
6498.04,2006.2
6502.44,2007.2
6511.92,2008.2
6514.64,2009.7
6516.13,2010.7
6523.4,2011.7
6526.2,2016.0
6529.16,2017.0
6533.28,2018.0
6537.0,2019.0
6539.36,2020.0
6542.2,2021.0
6546.72,2021.0
6552.48,2022.0
6557.64,2023.0
6561.4,2024.0
6563.76,2025.0
6567.16,2027.2
6570.88,2028.2
6572.8,2029.2
6577.52,2030.7
6579.24,2031.9
6583.7,2032.9
6585.48,2036.9
6590.36,2037.9
6593.2,2038.9
6598.6,2039.9
6601.76,2040.9
6605.24,2041.9
6606.76,2042.9
6614.68,2043.9
6616.2,2044.9
6619.48,2045.9
6622.4,2046.9
6625.8,2047.9
6630.52,2048.9
6638.0,2048.9
6641.68,2050.2
6645.72,2051.2
6647.28,2055.5
6650.88,2055.5
6658.16,2056.5
6665.12,2057.6
6669.36,2058.6
6672.16,2059.6
6675.12,2059.6
6679.04,2064.1
6682.56,2065.1
6684.64,2066.1
6687.68,2067.1
6695.04,2068.1
6699.26,2069.1
6708.48,2070.1
6712.4,2071.1
6716.52,2072.1
6718.04,2073.1
6721.96,2074.1
6725.27,2075.1
6727.36,2076.1
6731.76,2077.2
6733.92,2079.2
6738.68,2080.2
6745.96,2081.2
6755.88,2082.2
6761.56,2083.2
6764.96,2083.2
6768.16,2083.2
6773.6,2084.2
6774.72,2088.5
6779.2,2089.9
6780.68,2090.9
6782.2,2091.9
6785.0,2092.9
6787.6,2093.9
6792.72,2096.9
6799.71,2097.9
6802.24,2097.9
6807.28,2098.9
6810.32,2099.9
6815.52,2100.9
6817.04,2101.9
6820.36,2102.9
6822.8,2103.9
6826.92,2106.9
6828.81,2107.9
6833.22,2108.9
6841.44,2113.2
6849.6,2114.7
6854.56,2115.7
6857.36,2117.2
6860.96,2118.7
6863.64,2118.7
6867.28,2119.7
6870.44,2120.7
6874.84,2121.7
6874.84,2122.7
6880.09,2123.9
6881.44,2125.1
6888.79,2126.1
6891.64,2127.1
6895.33,2131.6
6900.64,2132.6
6901.09,2133.6
6906.82,2134.6
6907.66,2135.6
6912.01,2136.6
6916.36,2137.6
6918.87,2140.8
6922.32,2142.9
6927.63,2146.1
6934.05,2149.9
6940.38,2152.5
6944.28,2153.5
6948.39,2154.6
6951.96,2155.6
6957.63,2156.6
6963.12,2157.9
6967.35,2158.9
6971.46,2162.1
6975.93,2163.4
6982.29,2174.2
6986.43,2174.2
6988.83,2175.2
6994.65,2176.2
6998.58,2177.5
7003.49,2178.5
7005.66,2179.5
7009.17,2182.7
7012.14,2183.7
7018.38,2185.9
7024.26,2186.9
7027.2,2187.9
7031.4,2188.9
7035.86,2189.9
7037.73,2190.9
7041.27,2191.9
7045.94,2192.9
7051.44,2193.9
7052.74,2194.9
7054.41,2195.9
7057.76,2199.7
7063.52,2201.0
7069.13,2202.4
7077.71,2203.4
7080.74,2204.4
7081.98,2205.4
7085.85,2206.4
7100.96,2207.4
7109.01,2208.4
7111.52,2209.4
7116.68,2210.4
7121.69,2212.4
7129.4,2212.4
7131.29,2213.4
7140.27,2214.4
7142.06,2215.4
7144.73,2216.4
7149.83,2217.4
7157.51,2218.4
7167.05,2218.4
7182.7,2219.4
7188.65,2223.4
7195.51,2223.4
7197.69,2224.4
7203.1,2225.4
7216.87,2226.4
7221.43,2227.4
7223.25,2228.4
7225.59,2229.4
7227.61,2230.4
7236.85,2231.4
7240.99,2232.4
7246.53,2239.9
7250.6,2239.9
7255.62,2240.9
7257.88,2241.9
7261.73,2242.9
7263.46,2243.9
7265.77,2244.9
7267.36,2245.9
7273.56,2246.9
7282.35,2247.9
7283.03,2248.9
7300.76,2253.2
7305.7,2254.2
7311.37,2255.2
7316.42,2256.2
7325.61,2257.2
7328.1,2258.2
7330.58,2259.2
7333.91,2260.2
7344.17,2261.2
7346.99,2262.2
7348.13,2263.2
7349.75,2264.2
7354.88,2265.2
7358.24,2266.2
7365.47,2267.2
7366.16,2269.2
7370.63,2270.2
7374.7,2271.2
7377.79,2272.2
7379.58,2273.2
7382.62,2274.2
7387.21,2275.4
7390.99,2276.4
7395.97,2277.4
7399.9,2281.9
7403.27,2285.9
7409.63,2285.9
7411.22,2287.0
7417.85,2288.0
7418.81,2289.0
7422.8,2290.0
7426.46,2291.0
7431.86,2292.0
7440.98,2293.0
7447.22,2296.2
7453.13,2297.2
7455.53,2298.2
7459.03,2299.2
7465.27,2300.2
7470.52,2301.2
7475.38,2302.4
7477.99,2303.4
7482.19,2304.4
7487.65,2305.4
7489.33,2305.4
7493.98,2306.4
7498.66,2310.9
7502.83,2312.2
7506.01,2314.5
7510.33,2315.5
7515.04,2316.5
7516.9,2317.5
7520.65,2318.5
7526.83,2319.5
7530.58,2324.4
7535.32,2325.5
7539.58,2326.5
7541.56,2327.5
7546.0,2328.5
7548.48,2329.5
7554.91,2330.7
7561.9,2335.5
7564.39,2336.5
7568.65,2337.8
7574.35,2339.1
7577.65,2341.6
7583.29,2342.6
7584.96,2343.6
7587.96,2344.6
7598.9,2345.6
7603.61,2346.6
7606.51,2347.6
7608.81,2348.6
7617.26,2348.6
7621.34,2349.6
7624.13,2350.9
7630.28,2352.3
7634.09,2353.3
7635.65,2357.5
7641.29,2361.3
7645.58,2362.3
7648.82,2363.8
7654.19,2364.8
7659.5,2366.3
7665.02,2367.3
7665.71,2370.8
7671.74,2374.8
7676.21,2377.8
7677.2,2381.8
7684.55,2382.8
7686.98,2386.8
7690.7,2391.5
7696.96,2392.5
7700.41,2393.5
7704.16,2393.5
7706.39,2394.5
7709.63,2395.5
7716.32,2396.5
7717.4,2397.7
7721.9,2398.7
7724.9,2398.7
7728.14,2400.9
7734.34,2405.1
7739.03,2406.3
7746.98,2407.3
7750.34,2408.5
7755.29,2410.5
7761.35,2411.5
7764.44,2412.5
7767.75,2413.5
7772.97,2414.5
7776.57,2415.5
7779.05,2416.5
7782.69,2416.5
7786.48,2417.5
7789.87,2418.5
7794.7,2419.5
7798.88,2420.5
7803.28,2421.8
7807.91,2423.0
7811.06,2424.0
7813.99,2428.0
7817.41,2429.0
7820.16,2430.0
7827.48,2434.0
7833.06,2435.0
7837.02,2439.0
7842.39,2440.1
7846.38,2441.1
7848.06,2442.1
7852.44,2443.1
7852.84,2444.1
7855.68,2445.1
7857.31,2446.1
7858.66,2447.1
7859.81,2448.1
7864.14,2449.1
7868.67,2450.1
7874.43,2451.1
7882.81,2452.1
7885.36,2452.1
7888.33,2453.1
7892.29,2456.3
7895.74,2457.3
7899.26,2458.5
7903.07,2459.5
7905.8,2461.7
7909.79,2465.7
7918.55,2466.7
7922.97,2467.9
7928.59,2468.9
7934.02,2469.9
7935.88,2470.9
7937.52,2471.9
7944.52,2472.9
7947.85,2475.9
7950.79,2476.9
7953.91,2477.9
7957.68,2478.9
7962.82,2479.9
7973.61,2480.9
7978.32,2480.9
7982.94,2482.1
7990.83,2483.1
7995.02,2484.1
7997.15,2485.1
8005.14,2486.1
8006.96,2487.1
8010.92,2488.1
8014.85,2489.1
8017.17,2490.1
8018.66,2491.1
8022.28,2492.1
8026.28,2493.1
8032.85,2494.1
8036.44,2495.1
8044.61,2496.1
8048.76,2497.1
8051.57,2498.1
8054.08,2499.1
8059.84,2500.1
8060.65,2501.1
8063.04,2502.1
8075.13,2503.4
8078.37,2504.4
8080.02,2505.4
8083.62,2506.5
8088.03,2506.5
8090.4,2507.5
8093.81,2507.5
8094.83,2508.5
8106.93,2509.5
8113.75,2509.5
8119.82,2510.5
8120.14,2511.5
8127.49,2512.5
8133.46,2513.5
8134.27,2514.5
8136.79,2515.5
8142.49,2516.5
8146.09,2517.5
8151.07,2518.5
8152.27,2519.5
8155.3,2521.5
8158.33,2523.0
8163.52,2524.0
8166.13,2525.0
8169.52,2526.0
8172.94,2527.0
8178.61,2528.0
8180.77,2533.3
8184.31,2535.4
8189.11,2536.4
8192.56,2537.4
8198.74,2538.4
8200.57,2539.4
8204.92,2540.5
8210.53,2541.7
8211.79,2542.7
8215.81,2542.7
8217.73,2542.7
8222.23,2542.7
8225.12,2543.7
8226.63,2543.7
8229.84,2549.2
8234.13,2549.2
8234.21,2550.2
8235.39,2554.2
8241.66,2555.2
8246.79,2556.2
8252.58,2557.2
8257.74,2558.2
8261.37,2562.0
8269.46,2563.0
8271.22,2566.0
8276.68,2567.0
8279.95,2570.0
8285.11,2574.0
8289.61,2575.0
8292.85,2576.0
8296.36,2577.0
8300.63,2578.0
8305.76,2579.0
8308.94,2580.3
8312.93,2581.3
8317.16,2582.3
8322.29,2583.8
8326.51,2584.8
8328.97,2585.8
8333.08,2586.8
8338.21,2587.8
8343.1,2588.8
8347.48,2589.8
8352.28,2590.8
8357.89,2591.8
8360.62,2593.2
8365.21,2594.2
8366.32,2595.2
8371.24,2596.2
8374.36,2597.2
8380.0,2598.2
8382.25,2599.2
8386.42,2600.2
8389.93,2601.2
8393.15,2602.2
8398.19,2603.4
8401.88,2604.4
8405.21,2605.4
8405.21,2606.9
8407.87,2607.9
8411.33,2609.0
8414.3,2610.0
8417.11,2611.0
8422.79,2612.0
8423.38,2613.0
8428.69,2614.0
8432.63,2615.0
8435.15,2616.3
8438.81,2620.3
8441.33,2620.3
8443.37,2621.3
8445.55,2622.3
8448.43,2623.3
8450.33,2624.6
8459.84,2625.6
8468.61,2626.6
8468.77,2627.6
8473.51,2628.6
8483.04,2629.6
8507.02,2630.6
8511.07,2631.6
8514.22,2632.6
8520.01,2633.6
8522.69,2634.6
8525.09,2635.6
8526.83,2636.6
8528.04,2637.6
8530.97,2638.6
8533.37,2639.6
8536.07,2640.6
8537.59,2641.6
8541.59,2642.6
8544.29,2643.6
8546.99,2645.8
8549.75,2645.8
8553.53,2649.0
8554.93,2650.0
8557.99,2651.3
8560.73,2652.3
8562.41,2655.8
8566.13,2656.8
8567.93,2657.8
8586.73,2658.8
8588.87,2661.0
8594.93,2662.3
8596.13,2665.5
8597.51,2666.7
8600.03,2667.7
8602.49,2668.9
8603.81,2669.9
8606.81,2673.9
8609.57,2674.9
8610.71,2675.9
8612.81,2680.1
8614.73,2681.1
8616.77,2682.1
8618.09,2683.1
8619.41,2684.1
8620.43,2685.1
8622.65,2686.1
8623.73,2687.2
8625.47,2688.2
8627.69,2692.2
8629.91,2696.2
8631.11,2697.4
8633.34,2698.4
8635.75,2699.4
8637.41,2700.4
8639.21,2701.4
8641.19,2702.6
8642.87,2703.8
8656.91,2704.8
8660.57,2705.8
8664.95,2706.8
8669.65,2707.8
8672.15,2708.8
8674.79,2709.8
8676.53,2710.8
8679.23,2711.8
8681.23,2712.8
8684.0,2713.8
8685.42,2714.8
8688.53,2715.8
8694.35,2716.8
8696.41,2718.0
8700.41,2719.0
8700.95,2720.0
8702.01,2721.0
8706.79,2722.0
8710.49,2723.0
8719.07,2724.0
8719.97,2725.0
8725.05,2726.0
8730.67,2727.0
8737.07,2728.0
8740.13,2728.0
8742.95,2729.0
8743.85,2730.0
8745.41,2731.0
8746.61,2732.0
8758.51,2733.5
8761.67,2737.5
8766.37,2738.5
8770.07,2739.5
8772.29,2743.5
8773.83,2744.5
8778.07,2745.5
8781.35,2746.6
8783.87,2747.7
8789.87,2748.7
8791.13,2749.7
8792.09,2750.7
8797.15,2751.7
8798.75,2752.7
8801.41,2754.2
8806.37,2755.2
8807.09,2756.2
8811.05,2757.2
8815.79,2758.7
8818.51,2759.7
8822.03,2760.8
8825.03,2761.8
8827.57,2762.8
8831.29,2764.3
8834.39,2765.8
8839.37,2766.8
8841.23,2768.3
8844.35,2768.3
8846.89,2771.3
8851.01,2772.3
8852.75,2773.6
8856.35,2777.9
8858.03,2778.9
8859.06,2779.9
8860.42,2780.9
8866.69,2782.4
8870.09,2783.9
8876.33,2785.1
8880.11,2786.1
8885.33,2787.1
8886.68,2788.1
8888.17,2789.6
8892.53,2791.1
8897.69,2792.1
8902.13,2793.6
8904.41,2794.6
8905.49,2795.6
8907.79,2797.1
8912.36,2798.1
8915.23,2799.6
8917.91,2801.1
8921.75,2802.1
8923.79,2803.6
8928.29,2804.6
8932.67,2805.6
8941.52,2806.6
8947.59,2807.6
8952.0,2808.6
8961.47,2809.6
8972.46,2810.6
8991.53,2811.6
8996.76,2812.6
9005.94,2813.6
9006.25,2814.6
9008.98,2815.6
9014.39,2817.1
9015.95,2818.1
9018.05,2819.1
9020.45,2820.6
9023.8,2821.6
9027.88,2822.6
9029.33,2823.8
9032.27,2824.8
9036.61,2825.8
9037.13,2826.8
9037.52,2827.8
9042.41,2829.0
9044.51,2830.0
9048.65,2831.0
9050.57,2835.5
9051.85,2840.0
9056.15,2841.0
9059.59,2842.0
9062.33,2843.0
9064.67,2844.0
9066.38,2845.0
9069.17,2846.0
9069.77,2847.2
9071.63,2848.2
9073.61,2849.2
9076.43,2850.4
9078.95,2851.4
9079.79,2851.4
9082.25,2852.4
9083.87,2853.4
9085.67,2854.4
9086.65,2854.4
9088.97,2857.9
9090.59,2858.9
9091.31,2859.9
9092.27,2860.9
9094.57,2861.9
9097.07,2862.9
9099.59,2863.9
9102.41,2864.9
9103.97,2865.9
9105.89,2866.9
9107.09,2870.1
9108.95,2874.6
9111.23,2874.6
9115.25,2875.9
9118.91,2876.9
9121.61,2876.9
9124.19,2877.9
9126.31,2878.9
9128.99,2879.9
9132.29,2879.9
9134.63,2880.9
9135.23,2881.9
9137.45,2882.9
9139.31,2883.9
9140.75,2884.9
9142.13,2885.9
9145.79,2885.9
9146.99,2886.9
9148.97,2887.9
9150.89,2887.9
9154.13,2888.9
9155.39,2889.9
9161.88,2890.9
9167.45,2892.1
9169.73,2893.1
9171.35,2894.1
9173.57,2894.1
9176.21,2895.1
9178.45,2895.1
9187.93,2896.1
9189.53,2897.3
9191.69,2897.3
9194.03,2899.3
9195.83,2900.3
9196.43,2901.3
9197.99,2902.3
9199.51,2903.3
9207.64,2904.3
9210.11,2908.3
9211.03,2909.3
9213.85,2910.3
9216.56,2911.3
9223.55,2912.3
9224.81,2913.3
9226.73,2914.3
9228.41,2914.3
9230.93,2915.5
9232.37,2916.5
9234.65,2917.7
9235.73,2918.7
9239.51,2919.7
9240.56,2920.7
9245.21,2921.7
9246.65,2922.7
9250.13,2923.7
9252.29,2923.7
9254.33,2924.7
9259.31,2925.7
9261.95,2926.7
9262.49,2927.7
9272.11,2928.7
9274.63,2929.7
9276.75,2930.7
9280.15,2933.2
9283.37,2934.2
9284.71,2935.2
9287.03,2936.2
9287.93,2937.2
9289.67,2937.2
9291.77,2938.2
9300.37,2940.2
9302.75,2940.2
9308.39,2941.2
9309.05,2941.2
9310.79,2942.2
9312.65,2945.4
9315.53,2945.4
9317.75,2946.7
9319.79,2947.9
9322.25,2948.9
9325.55,2949.9
9327.29,2951.0
9329.39,2952.0
9332.65,2953.0
9335.45,2954.0
9336.41,2955.2
9336.73,2956.2
9357.71,2957.2
9358.61,2958.2
9360.35,2962.7
9365.21,2963.7
9366.61,2964.7
9368.17,2965.7
9372.29,2966.7
9373.33,2970.5
9374.99,2971.5
9379.61,2972.5
9380.71,2973.5
9383.99,2974.5
9386.11,2978.5
9388.33,2978.5
9390.29,2979.5
9394.49,2983.5
9397.67,2985.0
9400.39,2986.0
9404.97,2987.0
9407.17,2988.0
9409.01,2989.0
9409.97,2993.0
9411.53,2994.0
9414.71,2995.2
9417.95,2996.2
9423.17,2997.2
9425.93,2998.2
9432.15,2999.2
9434.47,3000.2
9439.6,3001.2
9439.91,3002.2
9441.07,3003.2
9443.81,3006.0
9447.89,3007.3
9450.83,3008.3
9453.29,3009.4
9455.33,3010.7
9458.75,3011.9
9460.67,3012.9
9471.25,3013.9
9475.19,3018.2
9478.06,3019.2
9478.73,3019.2
9479.96,3020.2
9481.51,3021.2
9487.25,3022.2
9490.91,3023.2
9491.62,3024.2
9492.53,3028.5
9493.97,3030.0
9495.67,3031.0
9498.33,3032.0
9500.69,3033.0
9504.05,3034.0
9511.26,3035.0
9512.69,3036.0
9515.69,3037.2
9518.09,3038.4
9520.73,3038.4
9524.26,3039.4
9538.13,3040.6
9540.77,3044.6
9541.97,3044.6
9541.97,3045.6
9542.88,3046.6
9552.23,3046.6
9553.16,3046.6
9555.77,3047.6
9564.4,3048.6
9568.43,3049.6
9570.71,3050.6
9573.38,3051.6
9573.58,3052.6
9580.15,3052.6
9581.95,3056.9
9584.8,3056.9
9588.32,3056.9
9591.62,3058.2
9595.34,3059.2
9598.34,3060.2
9602.09,3061.2
9606.14,3062.2
9608.69,3064.2
9611.06,3065.2
9614.09,3068.7
9615.83,3069.7
9618.16,3070.7
9621.4,3071.7
9623.83,3073.9
9625.6,3074.9
9628.18,3076.1
9631.12,3077.1
9635.23,3080.1
9637.99,3081.1
9641.08,3082.1
9643.12,3083.1
9644.92,3084.1
9646.6,3084.1
9647.2,3085.1
9651.73,3086.1
9654.01,3087.1
9656.74,3088.1
9660.22,3088.1
9664.63,3089.1
9667.12,3089.1
9671.7,3090.1
9674.47,3091.1
9678.37,3092.1
9680.17,3093.1
9681.88,3094.1
9684.1,3095.1
9687.22,3096.1
9689.41,3097.1
9691.42,3098.1
9694.23,3099.1
9697.09,3100.1
9699.37,3101.1
9701.2,3105.1
9704.71,3106.1
9707.41,3107.1
9710.38,3108.1
9711.55,3109.1
9714.28,3113.1
9718.2,3114.1
9720.93,3115.1
9723.37,3116.1
9725.56,3117.3
9728.38,3118.3
9730.3,3118.3
9731.49,3119.3
9734.26,3120.3
9736.15,3121.3
9739.81,3122.3
9741.91,3123.3
9743.98,3124.3
9746.21,3125.3
9747.57,3126.3
9748.41,3127.7
9753.66,3128.7
9755.82,3129.7
9758.28,3130.7
9760.71,3131.7
9762.6,3133.7
9765.36,3134.7
9768.75,3136.2
9770.28,3137.6
9772.02,3138.6
9774.66,3139.6
9776.31,3141.0
9779.31,3142.0
9780.48,3143.0
9782.76,3144.0
9787.26,3144.0
9787.85,3145.0
9790.32,3146.0
9794.22,3147.0
9796.62,3148.2
9799.98,3149.2
9802.11,3150.2
9803.7,3151.5
9806.03,3152.5
9814.32,3153.5
9815.16,3154.5
9815.72,3154.5
9823.24,3155.5
9828.39,3156.5
9831.06,3157.5
9836.37,3158.5
9839.79,3159.5
9844.24,3160.5
9847.63,3163.5
9855.63,3164.5
9858.69,3165.5
9860.73,3166.5
9861.75,3167.5
9863.34,3167.5
9865.35,3168.5
9868.41,3172.5
9871.95,3173.5
9875.46,3174.5
9878.67,3175.5
9880.77,3175.5
9882.72,3175.5
9886.1,3179.3
9890.13,3180.8
9892.5,3182.0
9894.69,3183.0
9896.22,3184.0
9898.5,3185.0
9901.05,3186.0
9902.76,3187.0
9905.31,3187.0
9908.13,3188.0
9909.69,3189.2
9911.43,3191.9
9914.37,3194.1
9918.99,3195.1
9923.77,3196.1
9926.36,3197.1
9931.49,3198.1
9933.73,3199.3
9938.57,3200.3
9941.15,3201.3
9946.53,3202.3
9951.57,3203.3
9954.6,3204.3
9957.32,3205.3
9960.88,3206.3
9963.42,3207.3
9966.29,3208.3
9969.56,3209.3
9971.17,3210.3
9973.03,3211.3
9974.56,3212.3
9976.75,3212.3
9978.55,3213.3
9980.38,3214.3
9981.97,3215.3
9983.31,3216.3
9986.74,3217.3
9988.24,3217.3
9989.88,3218.3
9993.52,3219.3
9993.63,3219.3
9995.24,3220.3
9997.07,3221.3
10000.95,3221.3
10002.03,3222.3
10004.61,3223.3
10006.91,3223.3
10008.7,3224.3
10011.72,3225.3
10016.31,3226.3
10019.94,3227.3
10024.36,3228.8
10026.06,3229.8
10031.35,3230.8
10031.65,3231.8
10032.77,3232.8
10035.18,3233.8
10035.98,3234.8
10040.96,3235.8
10041.84,3236.8
10042.9,3237.8
10043.71,3238.8
10045.23,3239.8
10048.42,3242.2
10053.5,3243.2
10056.89,3244.2
10058.53,3245.2
10061.72,3246.2
10064.12,3247.2
10067.78,3247.2
10068.9,3248.2
10069.43,3252.5
10076.1,3253.5
10079.67,3254.5
10086.35,3255.5
10088.81,3256.5
10090.46,3257.5
10092.62,3258.5
10096.7,3259.5
10098.79,3260.5
10100.33,3261.5
10102.3,3262.5
10103.97,3263.5
10113.58,3264.5
10116.12,3265.5
10117.63,3266.5
10122.11,3267.5
10123.75,3268.5
10130.36,3269.5
10136.89,3269.5
10140.31,3269.5
10147.51,3270.5
10150.51,3271.5
10151.81,3272.5
10152.55,3273.5
10156.96,3275.0
10160.14,3276.0
10161.67,3277.0
10168.16,3278.0
10170.61,3279.0
10174.61,3280.0
10186.1,3281.5
10189.11,3282.5
10192.96,3283.5
10196.98,3284.5
10199.74,3285.5
10204.07,3286.5
10205.05,3287.5
10207.39,3288.5
10210.06,3289.5
10212.22,3290.5
10214.86,3291.5
10217.4,3292.5
10218.17,3293.5
10223.1,3294.5
10225.3,3295.5
10227.12,3296.5
10228.48,3296.5
10229.99,3297.5
10235.69,3298.5
10237.76,3299.5
10239.08,3300.5
10241.32,3302.0
10248.32,3305.0
10250.9,3306.0
10253.9,3307.5
10255.76,3308.5
10256.99,3308.5
10258.49,3308.5
10260.95,3309.5
10263.79,3310.5
10266.47,3311.5
10270.19,3313.6
10273.37,3314.6
10276.01,3315.8
10278.17,3316.8
10282.34,3317.8
10284.26,3319.9
10288.06,3319.9
10294.01,3320.9
10296.08,3321.9
10299.26,3322.9
10301.18,3323.9
10303.36,3324.9
10306.37,3325.9
10310.48,3326.9
10313.33,3326.9
10315.58,3330.7
10318.85,3331.7
10322.41,3332.7
10322.68,3333.7
10339.65,3333.7
10341.65,3334.7
10346.05,3335.7
10349.53,3337.2
10352.79,3338.2
10354.41,3339.2
10356.21,3340.2
10360.81,3344.2
10365.9,3345.2
10368.21,3346.2
10371.13,3347.2
10375.49,3348.7
10379.01,3352.2
10384.05,3352.2
10386.57,3353.2
10389.08,3354.2
10390.33,3355.4
10394.05,3356.4
10397.65,3357.4
10401.33,3357.4
10405.21,3361.4
10408.69,3365.4
10413.45,3365.4
10416.21,3366.4
10419.97,3367.4
10423.49,3368.4
10426.27,3369.4
10441.25,3370.4
10444.93,3371.4
10446.81,3371.4
10453.09,3371.4
10454.69,3374.9
10458.65,3376.0
10462.29,3377.0
10465.97,3378.2
10469.49,3379.2
10476.93,3379.2
10480.81,3380.2
10484.49,3384.2
10488.13,3388.2
10491.77,3388.2
10495.61,3389.2
10499.33,3390.2
10504.21,3391.4
10510.37,3391.4
10513.89,3394.4
10517.69,3395.9
10523.85,3396.9
10525.29,3397.9
10529.01,3398.9
10537.71,3399.9
10544.73,3400.9
10554.21,3401.9
10556.05,3402.9
10561.09,3403.9
10562.63,3404.9
10569.79,3405.9
10582.05,3406.9
10591.01,3407.9
10598.87,3408.9
10599.05,3409.9
10603.4,3410.9
10618.09,3411.9
10620.97,3412.9
10624.33,3413.9
10650.41,3417.9
10653.29,3417.9
10655.37,3419.4
10658.41,3420.9
10660.89,3422.0
10662.93,3427.1
10666.29,3427.1
10669.61,3431.6
10671.25,3432.6
10673.73,3433.6
10675.89,3434.6
10679.53,3435.6
10681.33,3436.6
10682.93,3437.6
10685.49,3438.6
10686.89,3439.6
10688.73,3440.6
10690.85,3444.6
10693.61,3448.6
10695.65,3449.6
10697.97,3450.6
10699.49,3451.6
10702.33,3454.8
10705.65,3455.9
10707.73,3455.9
10711.13,3456.9
10713.69,3457.9
10716.81,3458.9
10718.73,3460.0
10721.05,3461.1
10724.01,3461.1
10726.25,3462.1
10729.01,3463.1
10731.65,3467.1
10735.13,3468.1
10739.49,3469.1
10740.81,3470.1
10744.41,3471.1
10746.33,3473.1
10749.77,3476.6
10753.01,3477.7
10756.77,3478.7
10758.33,3479.7
10762.65,3480.8
10764.97,3481.8
10766.01,3482.8
10768.77,3482.8
10771.09,3483.8
10773.37,3483.8
10775.61,3487.6
10777.49,3489.8
10779.57,3493.8
10782.41,3494.9
10785.21,3495.9
10787.93,3497.1
10790.61,3497.1
10794.41,3497.1
10796.33,3498.1
10799.13,3499.1
10804.21,3500.1
10808.33,3501.1
10809.93,3502.1
10812.09,3503.1
10815.45,3504.1
10817.17,3505.2
10819.77,3506.2
10822.93,3507.2
10824.53,3507.2
10826.25,3508.2
10830.65,3509.2
10833.41,3510.2
10835.65,3511.2
10839.13,3515.2
10844.85,3516.2
10849.17,3516.2
10851.73,3517.2
10856.73,3517.2
10860.61,3518.3
10863.97,3522.3
10866.73,3523.5
10869.29,3524.5
10870.29,3525.7
10872.97,3526.7
10876.17,3528.8
10879.61,3533.8
10883.33,3534.8
10885.25,3535.8
10888.09,3536.8
10889.53,3537.8
10894.47,3538.8
10896.25,3540.1
10898.53,3541.1
10901.33,3542.1
10905.05,3542.1
10908.01,3543.3
10911.72,3544.3
10913.37,3545.3
10917.97,3546.3
10920.13,3547.3
10922.05,3548.3
10942.17,3549.3
10951.57,3550.3
10961.13,3551.3
10962.97,3552.3
10965.67,3553.3
10976.85,3554.3
10978.69,3555.3
10980.13,3556.3
10982.59,3557.3
10983.31,3558.3
10986.19,3559.3
10988.59,3559.3
10994.77,3560.3
10997.17,3561.3
10999.41,3562.3
11002.09,3566.3
11005.27,3569.3
11008.39,3573.3
11017.67,3574.3
11022.37,3575.3
11028.69,3576.3
11031.55,3577.5
11033.77,3578.5
11035.63,3579.5
11036.65,3580.5
11054.56,3581.5
11098.89,3582.5
11102.01,3583.5
11124.52,3584.5
11130.6,3585.5
11152.57,3586.5
11154.85,3587.5
11155.71,3588.5
11157.45,3589.5
11160.43,3590.5
11164.45,3591.5
11166.55,3592.5
11179.05,3593.5
11192.61,3594.5
11195.05,3595.9
11197.33,3595.9
11199.61,3596.9
11204.31,3597.9
11207.35,3598.9
11209.41,3601.9
11213.01,3602.9
11216.65,3606.1
11221.03,3607.1
11222.35,3610.9
11225.11,3611.9
11227.57,3612.9
11229.43,3613.9
11230.75,3614.9
11231.95,3615.9
11233.31,3616.9
11233.76,3617.9
11245.21,3618.9
11246.53,3620.1
11254.09,3621.1
11254.69,3623.1
11256.07,3624.1
11257.87,3625.1
11288.83,3625.1
11289.85,3626.1
11292.25,3627.1
11294.49,3627.1
11304.22,3628.1
11314.05,3629.1
11321.54,3630.1
11325.14,3631.1
11326.44,3632.1
11328.62,3633.1
11330.36,3634.1
11332.03,3635.1
11335.87,3636.1
11338.02,3637.1
11341.78,3638.1
11346.73,3639.1
11347.89,3640.3
11350.1,3641.3
11354.37,3642.3
11358.93,3643.3
11362.33,3644.8
11365.15,3646.3
11367.49,3650.5
11372.83,3651.5
11373.97,3652.5
11375.23,3653.5
11376.99,3653.5
11379.81,3653.5
11384.35,3654.5
11386.51,3655.5
11387.79,3656.5
11390.59,3657.5
11391.69,3658.5
11393.49,3659.5
11395.93,3660.5
11398.93,3661.5
11402.65,3664.5
11407.63,3665.7
11410.29,3667.2
11413.73,3668.2
11418.27,3672.2
11421.97,3673.4
11425.23,3673.4
11428.27,3674.4
11431.76,3675.4
